city,hotel_name,hotel_url,latitude,longitude,rating,description,price
Lyon,DIFY Universités - Bord du Rhône,https://www.booking.com/hotel/fr/bel-appartement-idealement-situe.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.74794080,4.83540180,8.0,"Situated in Lyon, 2.5 km from Musée Miniature et Cinéma and 3 km from the Museum of Fine Arts of Lyon, DIFY Universités - Bord du Rhône offers air conditioning. The 4-star apartment is 3.1 km from Part-Dieu Train Station. Free WiFi is available throughout the property and Lyon Perrache Train Station is 1 km away.

The 1-bedroom apartment has a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment. For added privacy, the accommodation features a private entrance.

Fourviere Roman Theatre is 3.5 km from the apartment, while Musée des Confluences is 4 km from the property. Lyon - Saint Exupery Airport is 26 km away.",N/A
Lyon,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.75656138,4.83261108,8.9,"Bayard Bellecour, an authentic historical house in the heart of the town. Enjoy all the modern comforts in a traditionally decorated building. Free Wi-Fi is available throughout the property.

Rooms at Bayard Bellecour have either flat-screen TV or free digital tablets. All room are air-conditioned. The private bathroom provides a hairdryer. The reception on the 1st floor and rooms on the 1st and 2nd floor are not serviced by lift. They are only accessible via a staircase

A buffet breakfast with cold and hot dishes is served every morning in the breakfast room. The buffet breakfast is made with local products and homemade food.

The Basilica of Notre Dame de Fourvière is 2 km from the property, while the Museum of Fine Arts of Lyon is a 17-minute walk away. Bayard Bellecour is 300 metres from Bellecour Metro Station and a 7-minute drive from Lyon Perrache Train Station.",N/A
Lyon,Hôtel Silky by HappyCulture,https://www.booking.com/hotel/fr/silky-by-happyculture.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.76312586,4.83446181,8.1,"""Set in a historical building, with original features, Hôtel Silky by HappyCulture offers accommodation with free WiFi in the Lyon. It is located a 7-minute walk away from Place des Terreaux and Museum of Fine Arts of Lyon. This 4-star hotel offers a 24-hour front desk and a concierge service.

Guest rooms at Hôtel Silky by HappyCulture are decorated in a classic style. They are equipped with a private bathroom and flat-screen TV. A safe and ironing facilities are available for free if you request them in advance.

Every morning a Buffet breakfast is available. For lunch and dinner, guests have a wide choice of cafes and restaurants nearby.

Cordeliers metro station is a 2-minute walk away. The nearest airport is Lyon Saint Exupery, 30 km away. Public parking is available at a location nearby the hotel.""",N/A
Lyon,Best Western Lyon Saint-Antoine,https://www.booking.com/hotel/fr/comfortsaintantoine.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from_sustainable_property_sr=1&from=searchresults,45.76109341,4.83197138,7.9,"Located in the centre of Lyon, 140 metres from Place des Jacobins and 400 metres from Place Bellecour, Best Western Lyon Saint-Antoine offers accommodation with free WiFi. The hotel reception is run by multilingual staff and is open 24-hours a day.

All rooms feature a safe, a desk and a flat-screen TV with cable channels. Each room has its own private bathroom with a hair dryer. Guests will also find a welcome tray in each of the rooms.

A breakfast buffet can be enjoyed daily either in the dinning area or in your room. Breakfast includes a selection of fresh, local products including organic and gluten free options. An express take-away breakfast is also available upon request.

Best Western Lyon Saint-Antoine is just 500 metres from the Bellecour Metro station, making it easy to explore the city. The nearest public parking, parking des Célestins, is available within a 5-minute walk, at an extra charge.

 Please note that there is no A/C in the appartment.

 Please note that the hotel is 100% NON-smoking. Any triggering of the fire alarme due to cigarette smoke is liable to a penalty of 190€.

 Please note that a pre-authorization can be made to guarantee your stay. Also, the payment can be asked at arrival.

Please note that the elevator stops at the middle floor. There are a few steps to access the rooms. The staff is at your disposal for any help.",N/A
Lyon,Best Western Hotel du Pont Wilson,https://www.booking.com/hotel/fr/lyon-wilson.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from_sustainable_property_sr=1&from=searchresults,45.75843134,4.84147914,8.6,"Located in Lyon city centre, Best Western Hotel du Pont Wilson offers modern rooms and suites with a view of the Fourvière hill in the historic part of the city. Free WiFi is provided.

All guest rooms at Hotel du Pont Wilson are stylishly decorated, each with a different colour scheme. Rooms are equipped with satellite TV, and are serviced by a lift. Each of the white-tiled private bathrooms includes a hairdryer.

A buffet breakfast is served daily in the guest's breakfast area or can be served in the privacy of the guest rooms for an extra charge. Express and take-away breakfast options including a hot beverage, a piece of fresh fruit, a dairy product, orange juice and pastries are available.

Hotel du Pont Wilson is situated opposite the Presqu’ile, where guests can visit the Musee des Beaux Arts. It is just 50 metres from the Liberté Tram Stop, and is a 15-minute walk from Part-Dieu Train Station.",N/A
Lyon,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from_sustainable_property_sr=1&from=searchresults,45.76095151,4.83413994,8.5,"Located in central Lyon, in a 19th century building, this Mercure hotel is a 8-minute walk from Lyon old town and a 5-minute walk from Bellecour Square. The hotel offers air-conditioned, art deco style rooms with free WiFi.

Guest rooms at the Mercure Lyon Beaux-Arts are equipped with a satellite flat-screen TV and a minibar. Each room has an en suite bathroom with a bathtub or walk-in shower, and all rooms are serviced by a lift.

Breakfast is served each morning in the breakfast room or in guests’ rooms upon request. There is also an express breakfast consisting of a hot drink, fresh juice, bread, a pastry and jam available at the bar.

The reception desk at the Mercure Lyon Beaux-Arts is staffed 24 hours a day. Additional facilities available at the hotel include free newspapers, luggage storage and meeting rooms. Many shops and restaurants are located nearby.

Bellecour Metro Station is located 300 metres from the hotel. Public parking is available 200 metres away for an extra charge.",N/A
Lyon,Mercure Lyon Centre Château Perrache,https://www.booking.com/hotel/fr/grand-mercure-chateau-perrache.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from_sustainable_property_sr=1&from=searchresults,45.74922688,4.82522696,8.1,"Located opposite Lyon-Perrache TGV Train Station, Mercure Lyon Centre Château Perrache is a 4-star hotel set in a listed Art Nouveau building, on Lyon Presqu'ile. With free WiFi throughout, it offers a restaurant with a terrace.

All rooms at the property feature a 47 inch flat-screen TV with international channels and a Bluetooth sound system and are fitted with a private bathroom. A Nespresso coffee machine, free soft drinks in the minibar and bathrobes are available in the Privilege rooms.

A hot and cold breakfast buffet with local produce is available daily. It can be served in guestrooms for an extra charge. There is also a lounge bar, a 24-hour reception and luggage storage facilities.

Perrache underground station, tram and bus stops are located within 200 metres. Place Bellecour is a 15-minute walk from Mercure Lyon Centre Château Perrache, while Musée des Confluences is 2 km or 3 tram stops away. Lyon-Saint Exupéry Airport is 37 km away.",N/A
Lyon,Hôtel Charlemagne by Happyculture,https://www.booking.com/hotel/fr/hotelbestwesterncharlemagne.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.74602253,4.82389390,8.0,"Hôtel Charlemagne by Happyculture is located in central Lyon, a 5-minute walk from the Lyon Perrache TGV and Metro stations. It offers air-conditioned accommodation with free Wi-Fi internet access.

Each room at the Hôtel Charlemagne by Happyculture is equipped with satellite TV and en suite facilities. Some rooms also have a private balcony.

Breakfast buffet is available daily and the Hôtel Charlemagne by Happyculture’s restaurant, La Bibliothèque, serves regional cuisine. Guests can enjoy a drink at the Le Mélèze bar, which features an outdoor floral terrace.

Place Bellecour is a 20-minute walk from the hotel, and the Notre Dame de Fourvière Basilica is 2 km away. The Suchet tram stop is just 120 metres from the hotel.",N/A
Lyon,Keystone Hôtel & Spa,https://www.booking.com/hotel/fr/keystone-boutique-lyon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.74254400,4.82128000,8.3,"Boasting a fitness centre, a terrace as well as a restaurant, Keystone Hôtel & Spa is set in the centre of Lyon, less than 1 km from Lyon Perrache Train Station. With free WiFi, this 4-star hotel offers room service and a 24-hour front desk. The hotel has a hot tub and a concierge service.

The hotel will provide guests with air-conditioned rooms with a desk, a coffee machine, a safety deposit box, a flat-screen TV and a private bathroom with a shower. All guest rooms feature a wardrobe.

Breakfast is available, and includes buffet, continental and vegetarian options.

Keystone Hôtel & Spa offers a spa centre.

Musée des Confluences is 1.3 km from the accommodation, while Musée Miniature et Cinéma is 2.9 km from the property. Lyon - Saint Exupery Airport is 28 km away.",N/A
Lyon,Artelier 32 - Lyon Tête d'Or,https://www.booking.com/hotel/fr/artelier-32-lyon-tete-d-or.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.77315560,4.84629210,9.8,"Artelier 32 - Lyon Tête d'Or is situated in the 6th arr. District of Lyon, 3.6 km from Musée Miniature et Cinéma, 3.7 km from Fourviere Roman Theatre and 4 km from Basilica of Notre-Dame de Fourviere. The property features city and inner courtyard views, and is 1.5 km from the Museum of Fine Arts of Lyon. The property is non-smoking and is located 2 km from Part-Dieu Train Station.

This apartment comes with 1 bedroom, a kitchen with a microwave and a fridge, a flat-screen TV, a seating area and 1 bathroom equipped with a walk-in shower. Towels and bed linen are provided in the apartment.

Lyon Perrache Train Station is 4.7 km from the apartment, while Musée des Confluences is 6.5 km away. Lyon - Saint Exupery Airport is 33 km from the property.",N/A
Lyon,ibis Lyon Centre Perrache,https://www.booking.com/hotel/fr/ibis-lyon-centre-perrache.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.74854930,4.82829900,8.3,"Located on Lyon Presqu'ile, in the city centre, ibis Lyon Centre Perrache is a hotel set in an art-deco style building. It is located a 5-minute walk from Place Bellecour and boasts an onsite bar. Free WiFi access is provided.

The rooms at ibis Lyon Centre Perrache are air-conditioned and include an LCD TV with satellite channels.

A buffet breakfast composed of sweet and savoury dishes such as eggs, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00.

The bar is available 24 hours a day and offers take-away meals to be eaten in the comfort of your room.

The 24-hour reception hotel includes other facilities such as a safety deposit box. Perrache train station, bus and tram stops are located a 2-minute walk away. Public parking is available 300 metres away.",N/A
Lyon,Mercure Lyon Centre Plaza République,https://www.booking.com/hotel/fr/lyon-plaza-republique.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from_sustainable_property_sr=1&from=searchresults,45.76068860,4.83683690,7.8,"Located on Lyon Presqu’île, a 10-minute walk from Vieux Lyon, Mercure Lyon Centre Plaza République offers free WiFi throughout the property.

All guest rooms have air conditioning, a minibar and a safety deposit box. The private bathroom provides a hairdryer. Each room comes with a bottle of water, free toiletries and an international plug socket.

Buffet breakfast and express breakfast options are available daily at a supplement. In the evening, guests may relax in the hotel’s Plaza Bar. The reception desk is open 24 hours a day and free newspapers are offered in the lobby.

Mercure Lyon Centre Plaza République is 500 metres from Cordeliers Metro Station, while Place Bellecour is a 7-minute walk away. Lyon-Perrache Train Station is 13 minutes away by car.",N/A
Lyon,"Hotel De Verdun 1882, BW Signature Collection",https://www.booking.com/hotel/fr/de-verdun-lyon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALem7u-BsACAdICJGQ4OTkyYjdkLWVhYWMtNGMyNi1hMWFjLWI1YmI2MjdmOWYyNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=2b22512f28150314&srepoch=1741606367&from=searchresults,45.74958764,4.82976660,8.9,"Hotel De Verdun 1882, BW Signature Collection is located in central Lyon on the Presqu’Ile, 450 metres from the Lyon Perrache TGV Train Station. It offers en suite rooms with satellite TV and high-speed WiFi.

Set within a former private mansion dating from 1882, Hotel De Verdun 1882 provides a daily buffet breakfast.

Hotel De Verdun 1882 has a 24-hour front desk and security guard.

Guests have easy access to the city’s many shops and restaurants. Place Bellecour is a 10 minute walk away and Vieux Lyon is 1.5 km from the hotel.",N/A
